split,category,initials,text,source,approved,priority,note
train,social,ㅇㄹㅁㅇㄹㅂㄱㅇ,오랜만이라 반가워,curated_seed_v2,1,normal,
train,social,ㅊㄱㅇㄱㅇㄹㅎㅈ,친구에게 연락해줘,curated_seed_v2,1,normal,
train,social,ㅇㄴㄱㅅㅎㅇ,오늘 고생했어,curated_seed_v2,1,normal,
train,social,ㅈㅁㄱㅁㅇㅇ,정말 고마웠어,curated_seed_v2,1,normal,
train,social,ㄷㅇㅇㄸㅂㅈ,다음에 또 보자,curated_seed_v2,1,normal,
train,social,ㅇㄴㅈㄱㅇㄷ,오늘 즐거웠다,curated_seed_v2,1,normal,
train,social,ㅈㄱㄷㅇㅇㄱㅎㅈ,조금 더 이야기하자,curated_seed_v2,1,normal,
train,questions_answers,ㅇㄷㄹㄱㄴㄱㅇ,어디로 가는 거야,curated_seed_v2,1,normal,
train,questions_answers,ㄴㄱㅇㅈㅇㄹㅈ,누구인지 알려줘,curated_seed_v2,1,normal,
train,questions_answers,ㅂㄱㅁㄹㄱㅎㅇ,방금 뭐라고 했어,curated_seed_v2,1,normal,
train,questions_answers,ㅇㄱㅁㅇ,이게 뭐야,curated_seed_v2,1,normal,
train,questions_answers,ㅂㄱㄴㄱㅇㅇ,방금 누가 왔어,curated_seed_v2,1,normal,
train,questions_answers,ㅇㅈㄷㅎㅇ,이제 다 했어,curated_seed_v2,1,normal,
train,questions_answers,ㅇㅈㅇㄲㄴㅇ,아직 안 끝났어,curated_seed_v2,1,normal,
train,questions_answers,ㅈㅁㄹㄱㅇ,잘 모르겠어,curated_seed_v2,1,normal,
train,questions_answers,ㄱㅇㅇㅇㄴ,기억이 안 나,curated_seed_v2,1,normal,
train,questions_answers,ㄷㅅㅁㅇㅂㅈ,다시 물어봐줘,curated_seed_v2,1,normal,
train,questions_answers,ㄴㄱㄱㅈㄱㅇ,누가 가져갔어,curated_seed_v2,1,normal,
train,emotion_needs,ㅈㄱㅁㅅㅇ,조금 무서워,curated_seed_v2,1,normal,
train,emotion_needs,ㅁㅇㅂㅇㅎ,많이 불안해,curated_seed_v2,1,normal,
train,emotion_needs,ㄴㅁㅇㄹㅇ,너무 외로워,curated_seed_v2,1,normal,
train,emotion_needs,ㅈㄱㅅㅅㅎ,조금 심심해,curated_seed_v2,1,normal,
train,emotion_needs,ㅈㄱㅅㅅㅎ,조금 속상해,curated_seed_v2,1,normal,
train,emotion_needs,ㅇㄴㄴㅁㅍㄱㅎ,오늘 너무 피곤해,curated_seed_v2,1,normal,
train,emotion_needs,ㅈㄱㅇㅍㅇㅎ,지금은 편안해,curated_seed_v2,1,normal,
train,emotion_needs,ㅇㄴㅎㅂㅎ,오늘 행복해,curated_seed_v2,1,normal,
train,emotion_needs,ㅎㄱㅁㅇㄴ,화가 많이 나,curated_seed_v2,1,normal,
train,emotion_needs,ㅇㄱㅅㅇㄱㅂㅇㅇ,울고 싶은 기분이야,curated_seed_v2,1,normal,
train,emotion_needs,ㅇㄱㅅㅇㄱㅂㅇㅇ,웃고 싶은 기분이야,curated_seed_v2,1,normal,
train,emotion_needs,ㅈㄲㅎㅈㅇㄱㅅㅇ,잠깐 혼자 있고 싶어,curated_seed_v2,1,normal,
train,emotion_needs,ㄴㄱㄱㄱㅇㅇㅇㅇㅁㅈㄱㅇ,누군가 곁에 있었으면 좋겠어,curated_seed_v2,1,normal,
train,emotion_needs,ㅈㅇㅃㄹㄱㄱㅅㅇ,집에 빨리 가고 싶어,curated_seed_v2,1,normal,
train,emotion_needs,ㅈㄱㅅㄱㅅㄷ,조금 쉬고 싶다,curated_seed_v2,1,normal,
train,emotion_needs,ㄱㅂㅇㅈㄴㅇㅈㅇ,기분이 좀 나아졌어,curated_seed_v2,1,normal,
train,emotion_needs,ㄱㅈㅇㅁㅇㄷ,걱정이 많이 돼,curated_seed_v2,1,normal,
train,communication_control,ㅈㄱㅋㄱㅁㅎㅈ,조금 크게 말해줘,curated_seed_v2,1,normal,
train,communication_control,ㅎㅂㅁㄷㅁㅎㅈ,한 번만 더 말해줘,curated_seed_v2,1,normal,
train,communication_control,ㅉㄱㅅㅁㅎㅈ,짧게 설명해줘,curated_seed_v2,1,normal,
train,communication_control,ㅅㄱㅅㅁㅎㅈ,쉽게 설명해줘,curated_seed_v2,1,normal,
train,communication_control,ㅊㅊㅎㅅㅁㅎㅈ,천천히 설명해줘,curated_seed_v2,1,normal,
train,communication_control,ㄴㄱㄲㄲㅈㅁㅎㄱ,내가 끝까지 말할게,curated_seed_v2,1,normal,
train,communication_control,ㅈㄱㅇㄷㄷㅎㄱㅇㄹㅇ,지금은 대답하기 어려워,curated_seed_v2,1,normal,
train,communication_control,ㅅㅌㅈㄹㄷㅅㅂㅇㅈ,선택지를 다시 보여줘,curated_seed_v2,1,normal,
train,communication_control,ㅊㅂㅉㄹㅎㄱ,첫 번째로 할게,curated_seed_v2,1,normal,
train,communication_control,ㅅㅂㅉㄹㅎㄱ,세 번째로 할게,curated_seed_v2,1,normal,
train,communication_control,ㅊㅇㅂㅌㄷㅅㅎㄱ,처음부터 다시 할게,curated_seed_v2,1,normal,
train,communication_control,ㅂㄱㅅㅌㅊㅅㅎㄱ,방금 선택 취소할게,curated_seed_v2,1,normal,
train,communication_control,ㅇㅁㅈㅈㅇㅈ,이 문장 지워줘,curated_seed_v2,1,normal,
train,communication_control,ㅇㄷㄹㅁㅎㅈ,이대로 말해줘,curated_seed_v2,1,normal,
train,device_control,ㅎㄷㅍㅎㅁㅋㅈ,휴대폰 화면 켜줘,curated_seed_v2,1,normal,
train,device_control,ㅎㄷㅍㅎㅁㄲㅈ,휴대폰 화면 꺼줘,curated_seed_v2,1,normal,
train,device_control,ㅈㅎㅂㅇㅈ,전화 받아줘,curated_seed_v2,1,normal,
train,device_control,ㅁㅅㅈㅂㄴㅈ,메시지 보내줘,curated_seed_v2,1,normal,
train,device_control,ㅌㄹㅂㅈㅋㅈ,텔레비전 켜줘,curated_seed_v2,1,normal,
train,device_control,ㅌㄹㅂㅈㄲㅈ,텔레비전 꺼줘,curated_seed_v2,1,normal,
train,device_control,ㅅㄹㄹㅋㅇㅈ,소리를 키워줘,curated_seed_v2,1,normal,
train,device_control,ㅅㄹㄹㄴㅊㅈ,소리를 낮춰줘,curated_seed_v2,1,normal,
train,device_control,ㄴㄹㅈㅅㅎㅈ,노래 재생해줘,curated_seed_v2,1,normal,
train,device_control,ㅇㅈㄱㅌㅇㅈ,이전 곡 틀어줘,curated_seed_v2,1,normal,
train,device_control,ㅇㄹㅁㅊㅈ,알람 맞춰줘,curated_seed_v2,1,normal,
train,device_control,ㅎㅊㅂㅌㄴㄹㅈ,호출 버튼 눌러줘,curated_seed_v2,1,normal,
train,device_control,ㅊㅈㄱㅇㄱㅎㅈ,충전기 연결해줘,curated_seed_v2,1,normal,
train,ambiguity,ㅁㅈ,물 줘,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,물 좀,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,맥주,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,먹자,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,맞지,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,뭐지,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,먼저,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,문제,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,모자,curated_seed_v2,1,high,
train,ambiguity,ㅁㅈ,만져,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇㅈ,도와줘,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇㅈ,다음 주,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇㅈ,들어줘,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇㅈ,다 알지,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇㅈ,다 있지,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇㅈ,더 있죠,curated_seed_v2,1,high,
train,ambiguity,ㅁㅇ,맞아,curated_seed_v2,1,high,
train,ambiguity,ㅁㅇ,뭐야,curated_seed_v2,1,high,
train,ambiguity,ㅁㅇ,미안,curated_seed_v2,1,high,
train,ambiguity,ㅁㅇ,모여,curated_seed_v2,1,high,
train,ambiguity,ㅁㅇ,매워,curated_seed_v2,1,high,
train,ambiguity,ㅂㅈ,밥 줘,curated_seed_v2,1,high,
train,ambiguity,ㅂㅈ,밥 좀,curated_seed_v2,1,high,
train,ambiguity,ㅂㅈ,봐줘,curated_seed_v2,1,high,
train,ambiguity,ㅂㅈ,보자,curated_seed_v2,1,high,
train,ambiguity,ㅂㅈ,바지,curated_seed_v2,1,high,
train,ambiguity,ㅂㅈ,부자,curated_seed_v2,1,high,
train,ambiguity,ㅅㅇ,싫어,curated_seed_v2,1,high,
train,ambiguity,ㅅㅇ,쉬어,curated_seed_v2,1,high,
train,ambiguity,ㅅㅇ,사요,curated_seed_v2,1,high,
train,ambiguity,ㅅㅇ,서요,curated_seed_v2,1,high,
train,ambiguity,ㅅㅇ,세워,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇ,더워,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇ,도와,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇ,닫아,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇ,다음,curated_seed_v2,1,high,
train,ambiguity,ㄷㅇ,들어,curated_seed_v2,1,high,
train,ambiguity,ㅈㅈ,잘 자,curated_seed_v2,1,high,
train,ambiguity,ㅈㅈ,자자,curated_seed_v2,1,high,
train,ambiguity,ㅈㅈ,좀 줘,curated_seed_v2,1,high,
train,ambiguity,ㄱㅁㅇ,고마워,curated_seed_v2,1,high,
train,ambiguity,ㄱㅁㅇ,그만요,curated_seed_v2,1,high,
train,ambiguity,ㄱㅁㅇ,그 말이,curated_seed_v2,1,high,
train,ambiguity,ㄱㅁㅇ,귤 먹어,curated_seed_v2,1,high,
dev,basic_request,ㄱㄲㅇㅇㅈ,가까이 와줘,curated_seed_v2,1,normal,
dev,basic_request,ㅈㄱㄷㄹㄱㅈ,조금 뒤로 가줘,curated_seed_v2,1,normal,
dev,basic_request,ㅈㄱㅊㅇㅈ,저거 치워줘,curated_seed_v2,1,normal,
dev,basic_request,ㅇㅇㄹㅇㅈ,옆으로 와줘,curated_seed_v2,1,normal,
dev,food_drink,ㅋㅍㅈㅈ,커피 좀 줘,curated_seed_v2,1,normal,
dev,food_drink,ㅇㅇㅈㅈ,우유 좀 줘,curated_seed_v2,1,normal,
dev,food_drink,ㅅㄱㄹㅈㅈ,숟가락 좀 줘,curated_seed_v2,1,normal,
dev,food_drink,ㄱㅇㅈㅈ,과일 좀 줘,curated_seed_v2,1,normal,
dev,food_drink,ㅎㅇㅁㅈ,한 입만 줘,curated_seed_v2,1,normal,
dev,environment,ㅇㅇㅋㅈㅋㅈ,에어컨 좀 켜줘,curated_seed_v2,1,normal,
dev,environment,ㅋㅌㅈㅇㅇㅈ,커튼 좀 열어줘,curated_seed_v2,1,normal,
dev,environment,ㅂㅇㄴㅁㄷㄷㅎ,방이 너무 답답해,curated_seed_v2,1,normal,
dev,environment,ㅎㄱㅈㅅㅋㅈ,환기 좀 시켜줘,curated_seed_v2,1,normal,
dev,environment,ㅈㄱㅈㅇㅎㅎㅈ,조금 조용히 해줘,curated_seed_v2,1,normal,
dev,positioning,ㅍㅈㄴㄹㅈ,팔 좀 내려줘,curated_seed_v2,1,high,
dev,pain_discomfort,ㅍㅇㄴㅁㅇㅍ,팔이 너무 아파,curated_seed_v2,1,high,
dev,pain_discomfort,ㅁㄹㄱㅇㅈㄹㅇ,머리가 어지러워,curated_seed_v2,1,high,
dev,pain_discomfort,ㄱㅊㅇㄱㅅㄴㅇ,기침이 계속 나와,curated_seed_v2,1,high,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어깨가 뻐근해,curated_seed_v2,1,high,
dev,medical_communication,ㅎㅇㄷㅅㅈㅈㅅㅇ,혈압 다시 재주세요,curated_seed_v2,1,high,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,체온 다시 재주세요,curated_seed_v2,1,high,
dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,통증이 더 심해졌어요,curated_seed_v2,1,high,
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,설명을 다시 해주세요,curated_seed_v2,1,high,
dev,medical_communication,ㄱㅅㄱㄱㄹㅇㄹㅈㅅㅇ,검사 결과를 알려주세요,curated_seed_v2,1,high,
dev,schedule_time,ㄴㅇㅇㅅㅇㅈ,내일 약속 있지,curated_seed_v2,1,normal,
dev,schedule_time,ㅇㅈㄷㅅㅇㄱㅇ,언제 다시 올 거야,curated_seed_v2,1,normal,
dev,schedule_time,ㅇㄴㅇㅈㅇㄹㅈ,오늘 일정 알려줘,curated_seed_v2,1,normal,
dev,schedule_time,ㅈㄱㅇㄷㄱㅎㅈ,조금 있다가 하자,curated_seed_v2,1,normal,
dev,social,ㅈㅉㅇㄱㄷ,진짜 웃기다,curated_seed_v2,1,normal,
dev,social,ㅅㅈㅈㅂㅇㅈ,사진 좀 보여줘,curated_seed_v2,1,normal,
dev,social,ㄱㅇㅇㅇㅈ,곁에 있어줘,curated_seed_v2,1,normal,
dev,questions_answers,ㅇㄱㄹㄱㅇ,왜 그런 거야,curated_seed_v2,1,normal,
dev,questions_answers,ㅇㄸㄱㅎㅁㄷ,어떻게 하면 돼,curated_seed_v2,1,normal,
dev,questions_answers,ㅇㅈㅇㄴㄱㅇ,언제 오는 거야,curated_seed_v2,1,normal,
dev,questions_answers,ㅈㄱㅁㅇ,저게 뭐야,curated_seed_v2,1,normal,
dev,questions_answers,ㄱㄱㅇㄴㄱㄱㅇ,그건 아닌 것 같아,curated_seed_v2,1,normal,
dev,questions_answers,ㅁㅅㄸㅇㅇ,무슨 뜻이야,curated_seed_v2,1,normal,
dev,questions_answers,ㅇㄷㅇㅇㄴㄱㅇ,어디에 있는 거야,curated_seed_v2,1,normal,
dev,questions_answers,ㅇㄴㅇㅇ,왜 늦었어,curated_seed_v2,1,normal,
dev,emotion_needs,ㅁㅇㅇㄷㄷㅎ,마음이 답답해,curated_seed_v2,1,normal,
dev,emotion_needs,ㅇㄴㅇㄱㅂㅇㅇㅈㅇ,오늘은 기분이 안 좋아,curated_seed_v2,1,normal,
dev,emotion_needs,ㅁㅇㅇㅍㅎㅈㅇ,마음이 편해졌어,curated_seed_v2,1,normal,
dev,communication_control,ㅈㄱㅈㄱㅁㅎㅈ,조금 작게 말해줘,curated_seed_v2,1,normal,
dev,communication_control,ㅈㅁㅇㄷㅅㅎㅈ,질문을 다시 해줘,curated_seed_v2,1,normal,
dev,communication_control,ㄴㅁㅇㄱㄷㄹㅈ,내 말을 기다려줘,curated_seed_v2,1,normal,
dev,communication_control,ㅇㅇㄴㅇㄹㅁㅇㅂㅈ,예 아니오로 물어봐줘,curated_seed_v2,1,normal,
dev,communication_control,ㄷㅂㅉㄹㅎㄱ,두 번째로 할게,curated_seed_v2,1,normal,
dev,communication_control,ㄷㄹㅅㅌㅈㅂㅇㅈ,다른 선택지 보여줘,curated_seed_v2,1,normal,
dev,device_control,ㅈㅎㄲㅇㅈ,전화 끊어줘,curated_seed_v2,1,normal,
dev,device_control,ㅁㅅㅈㅇㅇㅈ,메시지 읽어줘,curated_seed_v2,1,normal,
dev,device_control,ㅊㄴㅂㄲㅈ,채널 바꿔줘,curated_seed_v2,1,normal,
dev,device_control,ㄴㄹㅁㅊㅈ,노래 멈춰줘,curated_seed_v2,1,normal,
dev,device_control,ㄷㅇㄱㅌㅇㅈ,다음 곡 틀어줘,curated_seed_v2,1,normal,
dev,device_control,ㅇㄹㄲㅈ,알람 꺼줘,curated_seed_v2,1,normal,
dev,device_control,ㅎㅁㅇㄴㄱㅈ,화면을 넘겨줘,curated_seed_v2,1,normal,
dev,ambiguity,ㅈㅇ,좋아,curated_seed_v2,1,high,
dev,ambiguity,ㅈㅇ,줘요,curated_seed_v2,1,high,
